,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5366,Hyundai,2014,375000,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
5367,Tata,2009,120000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0
5368,Maruti,2011,290000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0
5369,Tata,2017,409999,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
5370,Chevrolet,2009,200000,30000,Petrol,Individual,Manual,First Owner,16.5,995.0,63.0,5.0
5371,Skoda,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0
5373,Renault,2012,450000,100000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
5375,Volkswagen,2014,300000,84000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0
5376,Ford,2014,425000,60000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0
5378,Hyundai,2011,200000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
5383,Tata,2011,180000,87000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0
5385,Tata,2016,350000,70000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5.0
5386,Maruti,2014,465000,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
5387,Tata,2010,200000,188000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0
5389,Honda,2015,650000,80000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0
5390,Hyundai,2010,150000,123278,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
5391,Honda,2014,560000,100000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0
5392,Hyundai,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0
5393,Ford,2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
5394,Ford,2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0
5395,Tata,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5.0
5399,Maruti,2016,262000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5400,Hyundai,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5401,Maruti,2015,250000,26500,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5402,Hyundai,2011,140000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0
5403,Maruti,2013,360000,70000,Diesel,Individual,Manual,Third Owner,23.4,1248.0,74.0,5.0
5404,Datsun,2015,210000,80000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,5.0
5405,Hyundai,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
5406,Skoda,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.5,1199.0,75.0,5.0
5407,Volkswagen,2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
5408,Hyundai,2016,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
5410,Hyundai,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
5411,Tata,2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0
5412,Hyundai,2012,185000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
5413,Maruti,2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0
5414,Maruti,2017,295000,80000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
5415,Renault,2017,360000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5416,Maruti,2014,210000,70000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
5417,Hyundai,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0
5418,Volkswagen,2016,560000,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.7,5.0
5419,Honda,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
5420,Datsun,2017,330000,60000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0
5422,Toyota,2012,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0
5423,Tata,2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
5424,Hyundai,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0
5425,Hyundai,2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0
5426,Maruti,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5428,Chevrolet,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0
5429,Maruti,2019,459999,35000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0
5430,Tata,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0
5431,Tata,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
5432,Maruti,2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0
5433,Maruti,2015,570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
5434,Ford,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
5435,Ford,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0
5436,Hyundai,2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0
5437,Maruti,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0
5440,Hyundai,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0
5441,Honda,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0
5442,Maruti,2007,135000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5445,Nissan,2011,280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0
5447,Maruti,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0
5448,Maruti,2017,620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0
5450,Maruti,2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5451,Volkswagen,2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0
5452,Maruti,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
5455,Maruti,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
5456,Hyundai,2013,180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0
5457,Hyundai,2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0
5458,Tata,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,5.0
5459,Maruti,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5460,Maruti,2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
5463,Honda,2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0
5464,Hyundai,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
5467,Hyundai,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0
5470,Hyundai,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197.0,81.86,5.0
5471,Renault,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
5475,Maruti,2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
5476,Ford,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,68.0,5.0
5477,Ford,2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388.0,67.0,5.0
5479,Ford,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0
5480,Ford,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498.0,89.84,5.0
5481,Ford,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5.0
5482,Ford,2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194.0,94.93,5.0
5484,Hyundai,2016,650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
5485,Maruti,2010,285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0
5487,Ford,2012,200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,5.0
5488,Volkswagen,2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
5489,Honda,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0
5490,Maruti,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0
5492,Ford,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388.0,67.0,5.0
5493,Maruti,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
5494,Hyundai,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0
5495,Hyundai,2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0
5498,Skoda,2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0
5501,Maruti,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
5504,Renault,2014,450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
5505,Honda,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199.0,88.7,5.0
5506,Tata,2017,415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
5507,Hyundai,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0
5508,Volkswagen,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0
5513,Tata,2009,45000,100000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0
5514,Renault,2017,270000,50000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5515,Hyundai,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
5516,Renault,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5517,Hyundai,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
5518,Honda,2015,525000,60000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0
5519,Maruti,2012,325000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
5520,Maruti,2014,420000,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
5521,Maruti,2014,229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
5522,Maruti,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0
5524,Tata,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
5526,Hyundai,2008,110000,80000,Petrol,Individual,Manual,Third Owner,17.8,1086.0,63.0,5.0
5529,Tata,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0
5530,Hyundai,2007,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0
5531,Skoda,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0
5533,Maruti,2018,780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
5534,Hyundai,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
5535,Hyundai,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
5536,Tata,2017,450000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
5539,Hyundai,2010,320000,135000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
5541,Maruti,2017,400000,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0
5543,Renault,2016,315000,60000,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0
5545,Maruti,2010,350000,190000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
5546,Maruti,2016,375000,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0
5548,Maruti,2015,350000,29000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
5549,Maruti,2010,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0
5551,Maruti,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998.0,67.04,5.0
5552,Hyundai,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0
5555,Maruti,2015,490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5556,Maruti,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
5557,Maruti,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
5558,Hyundai,2018,655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
5559,Hyundai,2018,620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
5560,Maruti,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0
5561,Maruti,2014,310000,35000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
5562,Maruti,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
5563,Chevrolet,2012,180000,120000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0
5564,Tata,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0
5565,Ford,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
5567,Skoda,2012,380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0
5568,Tata,2007,120000,135000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0
5570,Tata,2012,135000,146000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,5.0
5571,Hyundai,2018,610000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
5572,Volkswagen,2020,260000,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.5,5.0
5573,Hyundai,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
5574,Renault,2016,220000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5576,Tata,2017,350000,50000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0
5578,Hyundai,2011,280000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
5579,Tata,2020,919999,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
5580,Hyundai,2011,320000,155000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0
5581,Ford,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0
5582,Maruti,2012,310000,25000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0
5587,Maruti,2012,380000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
5588,Tata,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1368.0,90.0,5.0
5589,Tata,2015,475000,25000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
5591,Maruti,2010,400000,176062,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0
5593,Honda,2015,509999,82000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
5594,Hyundai,2010,275000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
5597,Renault,2014,650000,129000,Diesel,Individual,Manual,First Owner,19.72,1461.0,108.45,5.0
5598,Fiat,2016,360000,60000,Diesel,Individual,Manual,Second Owner,20.5,1248.0,91.7,5.0
5599,Volkswagen,2018,650000,82000,Diesel,Individual,Automatic,First Owner,21.73,1498.0,108.62,5.0
5603,Maruti,2017,445000,39500,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0
5604,Hyundai,2018,750000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0
5605,Maruti,2012,425000,56000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
5606,Hyundai,2017,850000,54000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
5607,Maruti,2016,400000,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
5608,Tata,2014,200000,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0
5609,Honda,2016,550000,35000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
5610,Honda,2012,250000,97000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0
5611,Maruti,2014,206000,120000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
5612,Hyundai,2014,290000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5614,Nissan,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21.64,1461.0,84.8,5.0
5616,Maruti,2010,170000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5617,Maruti,2010,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0
5618,Volkswagen,2012,315000,130000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
5619,Maruti,2011,225000,76000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
5622,Maruti,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,5.0
5623,Ford,2013,250000,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0
5624,Maruti,2009,229999,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
5625,Maruti,2009,229999,164000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
5626,Honda,2013,300000,120000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,86.7,5.0
5627,Maruti,2010,165000,66000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
5631,Renault,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5634,Tata,2010,160000,30000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0
5636,Maruti,2014,229999,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
5637,Maruti,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
5638,Chevrolet,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0
5639,Maruti,2017,750000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
5640,Honda,2012,330000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0
5641,Maruti,2016,715000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0
5642,Skoda,2013,250000,150000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0
5643,Maruti,2007,120000,150000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0
5644,Ford,2004,100000,25000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0
5645,Skoda,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,21.72,1498.0,108.6,5.0
5646,Hyundai,2018,450000,48000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0
5648,Maruti,2015,600000,135000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
5651,Maruti,2018,350000,44000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
5652,Hyundai,2013,325000,70000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
5654,Maruti,2006,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
5656,Maruti,2018,750000,40000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0
5657,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5658,Hyundai,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
5659,Maruti,2017,300000,27000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
5660,Maruti,2017,650000,35000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0
5661,Maruti,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0
5662,Maruti,2014,200000,40000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0
5664,Tata,2012,200000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0
5665,Hyundai,2016,276000,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
5666,Hyundai,2014,250000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5667,Maruti,2008,95000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5668,Tata,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0
5671,Tata,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0
5672,Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
5674,Tata,2008,250000,100000,Petrol,Individual,Manual,First Owner,15.2,1193.0,65.0,5.0
5675,Renault,2016,290000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5677,Ford,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0
5678,Hyundai,2016,425000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
5679,Renault,2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5680,Maruti,2014,300000,70000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5681,Hyundai,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
5682,Hyundai,2016,900000,130000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0
5683,Hyundai,2016,950000,133000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0
5684,Volkswagen,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0
5685,Volkswagen,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0
5686,Ford,2012,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0
5688,Maruti,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0
5689,Honda,2017,850000,103000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5.0
5691,Honda,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5.0
5692,Volkswagen,2015,620000,33000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0
5693,Maruti,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5695,Tata,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396.0,99.6,5.0
5696,Tata,2011,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0
5697,Maruti,2015,730000,70000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0
5700,Ford,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
5702,Hyundai,2015,509999,62000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0
5706,Maruti,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0
5707,Ford,2011,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0
5708,Ford,2019,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
5709,Hyundai,2018,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
5710,Hyundai,2016,470000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
